,id,redshift,mass,simulation,snap,ax,rot
0,tSZ_sim=D25_snap=072_mass=14.23_reds=0.25_ax=x_rot=180,0.25,14.23,D25,072,x,180
0,tSZ_sim=D14_snap=080_mass=14.86_reds=0.13_ax=y_rot=180,0.13,14.86,D14,080,y,180
0,tSZ_sim=D2_snap=072_mass=14.21_reds=0.25_ax=x_rot=270,0.25,14.21,D2,072,x,270
0,tSZ_sim=D3_snap=052_mass=14.50_reds=0.65_ax=y_rot=0,0.65,14.5,D3,052,y,0
0,tSZ_sim=D15_snap=088_mass=14.93_reds=0.03_ax=y_rot=270,0.03,14.93,D15,088,y,270
0,tSZ_sim=D13_snap=072_mass=14.54_reds=0.25_ax=x_rot=270,0.25,14.54,D13,072,x,270
0,tSZ_sim=D25_snap=044_mass=13.91_reds=0.89_ax=y_rot=270,0.89,13.91,D25,044,y,270
0,tSZ_sim=D24_snap=080_mass=14.87_reds=0.13_ax=y_rot=90,0.13,14.87,D24,080,y,90
0,tSZ_sim=D6_snap=088_mass=14.83_reds=0.03_ax=x_rot=180,0.03,14.83,D6,088,x,180
0,tSZ_sim=D15_snap=076_mass=14.78_reds=0.19_ax=y_rot=180,0.19,14.78,D15,076,y,180
0,tSZ_sim=D20_snap=036_mass=14.13_reds=1.48_ax=x_rot=270,1.48,14.13,D20,036,x,270
0,tSZ_sim=D1_snap=064_mass=14.89_reds=0.39_ax=y_rot=0,0.39,14.89,D1,064,y,0
0,tSZ_sim=D5_snap=068_mass=13.88_reds=0.31_ax=x_rot=0,0.31,13.88,D5,068,x,0
0,tSZ_sim=D11_snap=044_mass=14.06_reds=0.89_ax=y_rot=90,0.89,14.06,D11,044,y,90
0,tSZ_sim=D20_snap=056_mass=14.63_reds=0.55_ax=x_rot=270,0.55,14.63,D20,056,x,270
0,tSZ_sim=D7_snap=048_mass=14.39_reds=0.76_ax=x_rot=270,0.76,14.39,D7,048,x,270
0,tSZ_sim=D10_snap=076_mass=14.77_reds=0.19_ax=y_rot=90,0.19,14.77,D10,076,y,90
0,tSZ_sim=D26_snap=080_mass=14.86_reds=0.13_ax=x_rot=90,0.13,14.86,D26,080,x,90
0,tSZ_sim=D3_snap=044_mass=14.13_reds=0.89_ax=x_rot=270,0.89,14.13,D3,044,x,270
0,tSZ_sim=D16_snap=044_mass=14.62_reds=0.89_ax=z_rot=0,0.89,14.62,D16,044,z,0
0,tSZ_sim=D12_snap=088_mass=15.07_reds=0.03_ax=x_rot=270,0.03,15.07,D12,088,x,270
0,tSZ_sim=D29_snap=032_mass=13.55_reds=2.01_ax=y_rot=0,2.01,13.55,D29,032,y,0
0,tSZ_sim=D7_snap=076_mass=14.77_reds=0.19_ax=z_rot=180,0.19,14.77,D7,076,z,180
0,tSZ_sim=D25_snap=072_mass=14.23_reds=0.25_ax=z_rot=90,0.25,14.23,D25,072,z,90
0,tSZ_sim=D18_snap=060_mass=14.39_reds=0.46_ax=z_rot=180,0.46,14.39,D18,060,z,180
0,tSZ_sim=D5_snap=036_mass=13.42_reds=1.48_ax=x_rot=180,1.48,13.42,D5,036,x,180
0,tSZ_sim=D7_snap=044_mass=14.33_reds=0.89_ax=z_rot=0,0.89,14.33,D7,044,z,0
0,tSZ_sim=D17_snap=060_mass=14.09_reds=0.46_ax=y_rot=180,0.46,14.09,D17,060,y,180
0,tSZ_sim=D9_snap=064_mass=13.74_reds=0.38_ax=z_rot=180,0.38,13.74,D9,064,z,180
0,tSZ_sim=D22_snap=040_mass=14.31_reds=1.05_ax=y_rot=90,1.05,14.31,D22,040,y,90
0,tSZ_sim=D28_snap=064_mass=14.61_reds=0.39_ax=y_rot=90,0.39,14.61,D28,064,y,90
0,tSZ_sim=D3_snap=088_mass=14.51_reds=0.03_ax=x_rot=0,0.03,14.51,D3,088,x,0
0,tSZ_sim=D19_snap=036_mass=13.78_reds=1.48_ax=y_rot=90,1.48,13.78,D19,036,y,90
0,tSZ_sim=D9_snap=072_mass=13.81_reds=0.25_ax=x_rot=0,0.25,13.81,D9,072,x,0
0,tSZ_sim=D16_snap=072_mass=14.81_reds=0.25_ax=z_rot=180,0.25,14.81,D16,072,z,180
0,tSZ_sim=D26_snap=044_mass=14.56_reds=0.89_ax=z_rot=90,0.89,14.56,D26,044,z,90
0,tSZ_sim=D5_snap=068_mass=13.88_reds=0.31_ax=x_rot=90,0.31,13.88,D5,068,x,90
0,tSZ_sim=D20_snap=060_mass=14.62_reds=0.46_ax=y_rot=180,0.46,14.62,D20,060,y,180
0,tSZ_sim=D7_snap=056_mass=14.48_reds=0.55_ax=x_rot=90,0.55,14.48,D7,056,x,90
0,tSZ_sim=D12_snap=080_mass=14.81_reds=0.13_ax=x_rot=180,0.13,14.81,D12,080,x,180
0,tSZ_sim=D13_snap=064_mass=14.51_reds=0.39_ax=z_rot=180,0.39,14.51,D13,064,z,180
0,tSZ_sim=D25_snap=064_mass=14.21_reds=0.38_ax=z_rot=270,0.38,14.21,D25,064,z,270
0,tSZ_sim=D27_snap=032_mass=13.97_reds=2.01_ax=z_rot=0,2.01,13.97,D27,032,z,0
0,tSZ_sim=D3_snap=032_mass=13.39_reds=2.01_ax=y_rot=270,2.01,13.39,D3,032,y,270
0,tSZ_sim=D3_snap=052_mass=14.50_reds=0.65_ax=y_rot=90,0.65,14.5,D3,052,y,90
0,tSZ_sim=D16_snap=041_mass=14.58_reds=1.00_ax=z_rot=0,1.0,14.58,D16,041,z,0
0,tSZ_sim=D24_snap=072_mass=14.88_reds=0.25_ax=z_rot=90,0.25,14.88,D24,072,z,90
0,tSZ_sim=D24_snap=041_mass=14.38_reds=1.00_ax=z_rot=90,1.0,14.38,D24,041,z,90
0,tSZ_sim=D2_snap=052_mass=14.14_reds=0.65_ax=y_rot=0,0.65,14.14,D2,052,y,0
0,tSZ_sim=D8_snap=041_mass=13.87_reds=1.00_ax=z_rot=270,1.0,13.87,D8,041,z,270
0,tSZ_sim=D3_snap=040_mass=13.89_reds=1.05_ax=x_rot=180,1.05,13.89,D3,040,x,180
0,tSZ_sim=D22_snap=072_mass=15.05_reds=0.25_ax=y_rot=180,0.25,15.05,D22,072,y,180
0,tSZ_sim=D19_snap=032_mass=13.47_reds=2.01_ax=z_rot=270,2.01,13.47,D19,032,z,270
0,tSZ_sim=D4_snap=068_mass=14.10_reds=0.31_ax=z_rot=180,0.31,14.1,D4,068,z,180
0,tSZ_sim=D22_snap=056_mass=15.02_reds=0.55_ax=y_rot=180,0.55,15.02,D22,056,y,180
0,tSZ_sim=D25_snap=036_mass=13.39_reds=1.48_ax=x_rot=90,1.48,13.39,D25,036,x,90
0,tSZ_sim=D17_snap=064_mass=14.22_reds=0.39_ax=x_rot=180,0.39,14.22,D17,064,x,180
0,tSZ_sim=D10_snap=080_mass=14.78_reds=0.13_ax=y_rot=0,0.13,14.78,D10,080,y,0
0,tSZ_sim=D20_snap=056_mass=14.63_reds=0.55_ax=x_rot=0,0.55,14.63,D20,056,x,0
0,tSZ_sim=D17_snap=088_mass=14.97_reds=0.03_ax=y_rot=0,0.03,14.97,D17,088,y,0
0,tSZ_sim=D1_snap=084_mass=14.98_reds=0.08_ax=z_rot=270,0.08,14.98,D1,084,z,270
0,tSZ_sim=D13_snap=044_mass=13.77_reds=0.89_ax=y_rot=180,0.89,13.77,D13,044,y,180
0,tSZ_sim=D13_snap=064_mass=14.51_reds=0.39_ax=z_rot=90,0.39,14.51,D13,064,z,90
0,tSZ_sim=D19_snap=088_mass=14.84_reds=0.03_ax=x_rot=0,0.03,14.84,D19,088,x,0
0,tSZ_sim=D10_snap=044_mass=14.39_reds=0.89_ax=y_rot=270,0.89,14.39,D10,044,y,270
0,tSZ_sim=D21_snap=064_mass=14.64_reds=0.39_ax=y_rot=180,0.39,14.64,D21,064,y,180
0,tSZ_sim=D24_snap=056_mass=14.78_reds=0.55_ax=x_rot=0,0.55,14.78,D24,056,x,0
0,tSZ_sim=D25_snap=036_mass=13.39_reds=1.48_ax=x_rot=0,1.48,13.39,D25,036,x,0
0,tSZ_sim=D12_snap=080_mass=14.81_reds=0.13_ax=y_rot=180,0.13,14.81,D12,080,y,180
0,tSZ_sim=D28_snap=076_mass=14.85_reds=0.19_ax=z_rot=180,0.19,14.85,D28,076,z,180
0,tSZ_sim=D21_snap=040_mass=14.37_reds=1.05_ax=x_rot=0,1.05,14.37,D21,040,x,0
0,tSZ_sim=D26_snap=041_mass=14.57_reds=1.00_ax=x_rot=0,1.0,14.57,D26,041,x,0
0,tSZ_sim=D26_snap=072_mass=14.74_reds=0.25_ax=y_rot=180,0.25,14.74,D26,072,y,180
0,tSZ_sim=D14_snap=076_mass=14.88_reds=0.19_ax=x_rot=270,0.19,14.88,D14,076,x,270
0,tSZ_sim=D5_snap=068_mass=13.88_reds=0.31_ax=x_rot=270,0.31,13.88,D5,068,x,270
0,tSZ_sim=D14_snap=036_mass=14.15_reds=1.48_ax=y_rot=180,1.48,14.15,D14,036,y,180
0,tSZ_sim=D18_snap=060_mass=14.39_reds=0.46_ax=y_rot=90,0.46,14.39,D18,060,y,90
0,tSZ_sim=D29_snap=064_mass=14.61_reds=0.38_ax=y_rot=180,0.38,14.61,D29,064,y,180
0,tSZ_sim=D20_snap=064_mass=14.66_reds=0.38_ax=y_rot=270,0.38,14.66,D20,064,y,270
0,tSZ_sim=D26_snap=064_mass=14.71_reds=0.39_ax=y_rot=180,0.39,14.71,D26,064,y,180
0,tSZ_sim=D11_snap=040_mass=13.89_reds=1.05_ax=x_rot=270,1.05,13.89,D11,040,x,270
0,tSZ_sim=D5_snap=064_mass=13.93_reds=0.38_ax=x_rot=270,0.38,13.93,D5,064,x,270
0,tSZ_sim=D1_snap=060_mass=14.75_reds=0.46_ax=z_rot=90,0.46,14.75,D1,060,z,90
0,tSZ_sim=D11_snap=088_mass=14.77_reds=0.03_ax=y_rot=270,0.03,14.77,D11,088,y,270
0,tSZ_sim=D27_snap=064_mass=14.72_reds=0.38_ax=z_rot=180,0.38,14.72,D27,064,z,180
0,tSZ_sim=D19_snap=068_mass=14.72_reds=0.31_ax=z_rot=90,0.31,14.72,D19,068,z,90
0,tSZ_sim=D26_snap=052_mass=14.62_reds=0.65_ax=y_rot=270,0.65,14.62,D26,052,y,270
0,tSZ_sim=D13_snap=032_mass=13.51_reds=2.01_ax=z_rot=90,2.01,13.51,D13,032,z,90
0,tSZ_sim=D7_snap=056_mass=14.48_reds=0.55_ax=x_rot=270,0.55,14.48,D7,056,x,270
0,tSZ_sim=D5_snap=088_mass=13.85_reds=0.03_ax=x_rot=90,0.03,13.85,D5,088,x,90
0,tSZ_sim=D28_snap=052_mass=14.02_reds=0.65_ax=x_rot=90,0.65,14.02,D28,052,x,90
0,tSZ_sim=D11_snap=060_mass=14.70_reds=0.46_ax=z_rot=180,0.46,14.7,D11,060,z,180
0,tSZ_sim=D5_snap=072_mass=13.89_reds=0.25_ax=y_rot=180,0.25,13.89,D5,072,y,180
0,tSZ_sim=D12_snap=041_mass=13.99_reds=1.00_ax=z_rot=90,1.0,13.99,D12,041,z,90
0,tSZ_sim=D2_snap=072_mass=14.21_reds=0.25_ax=y_rot=270,0.25,14.21,D2,072,y,270
0,tSZ_sim=D4_snap=040_mass=13.36_reds=1.05_ax=x_rot=90,1.05,13.36,D4,040,x,90
0,tSZ_sim=D26_snap=060_mass=14.74_reds=0.46_ax=x_rot=180,0.46,14.74,D26,060,x,180
0,tSZ_sim=D14_snap=052_mass=14.54_reds=0.65_ax=y_rot=270,0.65,14.54,D14,052,y,270
0,tSZ_sim=D19_snap=052_mass=14.67_reds=0.65_ax=x_rot=270,0.65,14.67,D19,052,x,270
0,tSZ_sim=D14_snap=072_mass=14.92_reds=0.25_ax=y_rot=270,0.25,14.92,D14,072,y,270
0,tSZ_sim=D23_snap=056_mass=14.17_reds=0.55_ax=y_rot=180,0.55,14.17,D23,056,y,180
0,tSZ_sim=D4_snap=052_mass=14.01_reds=0.65_ax=y_rot=90,0.65,14.01,D4,052,y,90
0,tSZ_sim=D24_snap=072_mass=14.88_reds=0.25_ax=z_rot=270,0.25,14.88,D24,072,z,270
0,tSZ_sim=D11_snap=032_mass=13.52_reds=2.01_ax=z_rot=180,2.01,13.52,D11,032,z,180
0,tSZ_sim=D3_snap=052_mass=14.50_reds=0.65_ax=x_rot=0,0.65,14.5,D3,052,x,0
0,tSZ_sim=D19_snap=040_mass=14.54_reds=1.05_ax=z_rot=270,1.05,14.54,D19,040,z,270
0,tSZ_sim=D7_snap=068_mass=14.82_reds=0.31_ax=y_rot=0,0.31,14.82,D7,068,y,0
0,tSZ_sim=D21_snap=068_mass=14.80_reds=0.31_ax=x_rot=180,0.31,14.8,D21,068,x,180
0,tSZ_sim=D27_snap=080_mass=14.90_reds=0.13_ax=y_rot=270,0.13,14.9,D27,080,y,270
0,tSZ_sim=D29_snap=064_mass=14.61_reds=0.38_ax=z_rot=0,0.38,14.61,D29,064,z,0
0,tSZ_sim=D11_snap=080_mass=14.73_reds=0.13_ax=y_rot=90,0.13,14.73,D11,080,y,90
0,tSZ_sim=D13_snap=044_mass=13.77_reds=0.89_ax=y_rot=270,0.89,13.77,D13,044,y,270
0,tSZ_sim=D27_snap=084_mass=15.00_reds=0.08_ax=z_rot=180,0.08,15.0,D27,084,z,180
0,tSZ_sim=D12_snap=060_mass=14.35_reds=0.46_ax=y_rot=90,0.46,14.35,D12,060,y,90
0,tSZ_sim=D18_snap=088_mass=14.74_reds=0.03_ax=y_rot=180,0.03,14.74,D18,088,y,180
0,tSZ_sim=D1_snap=072_mass=14.87_reds=0.25_ax=x_rot=0,0.25,14.87,D1,072,x,0
0,tSZ_sim=D3_snap=072_mass=14.54_reds=0.25_ax=z_rot=180,0.25,14.54,D3,072,z,180
0,tSZ_sim=D25_snap=044_mass=13.91_reds=0.89_ax=x_rot=180,0.89,13.91,D25,044,x,180
0,tSZ_sim=D25_snap=041_mass=13.58_reds=1.00_ax=y_rot=180,1.0,13.58,D25,041,y,180
0,tSZ_sim=D26_snap=060_mass=14.74_reds=0.46_ax=x_rot=0,0.46,14.74,D26,060,x,0
0,tSZ_sim=D26_snap=072_mass=14.74_reds=0.25_ax=z_rot=270,0.25,14.74,D26,072,z,270
0,tSZ_sim=D20_snap=056_mass=14.63_reds=0.55_ax=x_rot=90,0.55,14.63,D20,056,x,90
0,tSZ_sim=D11_snap=041_mass=13.81_reds=1.00_ax=x_rot=0,1.0,13.81,D11,041,x,0
0,tSZ_sim=D27_snap=056_mass=14.71_reds=0.55_ax=x_rot=90,0.55,14.71,D27,056,x,90
0,tSZ_sim=D4_snap=052_mass=14.01_reds=0.65_ax=z_rot=90,0.65,14.01,D4,052,z,90
0,tSZ_sim=D17_snap=072_mass=14.22_reds=0.25_ax=y_rot=270,0.25,14.22,D17,072,y,270
0,tSZ_sim=D28_snap=060_mass=14.44_reds=0.46_ax=y_rot=180,0.46,14.44,D28,060,y,180
0,tSZ_sim=D7_snap=052_mass=14.38_reds=0.65_ax=z_rot=90,0.65,14.38,D7,052,z,90
0,tSZ_sim=D14_snap=044_mass=14.48_reds=0.89_ax=z_rot=180,0.89,14.48,D14,044,z,180
0,tSZ_sim=D4_snap=032_mass=12.40_reds=2.00_ax=x_rot=0,2.0,12.4,D4,032,x,0
0,tSZ_sim=D29_snap=060_mass=14.46_reds=0.46_ax=x_rot=0,0.46,14.46,D29,060,x,0
0,tSZ_sim=D9_snap=072_mass=13.81_reds=0.25_ax=y_rot=90,0.25,13.81,D9,072,y,90
0,tSZ_sim=D11_snap=076_mass=14.69_reds=0.19_ax=y_rot=270,0.19,14.69,D11,076,y,270
0,tSZ_sim=D8_snap=044_mass=13.58_reds=0.89_ax=y_rot=90,0.89,13.58,D8,044,y,90
0,tSZ_sim=D5_snap=084_mass=13.82_reds=0.08_ax=y_rot=90,0.08,13.82,D5,084,y,90
0,tSZ_sim=D25_snap=052_mass=14.31_reds=0.65_ax=z_rot=270,0.65,14.31,D25,052,z,270
0,tSZ_sim=D18_snap=036_mass=14.22_reds=1.48_ax=y_rot=180,1.48,14.22,D18,036,y,180
0,tSZ_sim=D29_snap=060_mass=14.46_reds=0.46_ax=z_rot=0,0.46,14.46,D29,060,z,0
0,tSZ_sim=D26_snap=084_mass=14.94_reds=0.08_ax=y_rot=270,0.08,14.94,D26,084,y,270
0,tSZ_sim=D17_snap=080_mass=14.92_reds=0.13_ax=y_rot=270,0.13,14.92,D17,080,y,270
0,tSZ_sim=D19_snap=076_mass=14.79_reds=0.19_ax=y_rot=90,0.19,14.79,D19,076,y,90
0,tSZ_sim=D10_snap=072_mass=14.75_reds=0.25_ax=y_rot=90,0.25,14.75,D10,072,y,90
0,tSZ_sim=D5_snap=036_mass=13.42_reds=1.48_ax=x_rot=90,1.48,13.42,D5,036,x,90
0,tSZ_sim=D9_snap=041_mass=13.48_reds=1.00_ax=x_rot=0,1.0,13.48,D9,041,x,0
0,tSZ_sim=D14_snap=052_mass=14.54_reds=0.65_ax=x_rot=0,0.65,14.54,D14,052,x,0
0,tSZ_sim=D13_snap=041_mass=13.95_reds=1.00_ax=x_rot=180,1.0,13.95,D13,041,x,180
0,tSZ_sim=D2_snap=072_mass=14.21_reds=0.25_ax=x_rot=0,0.25,14.21,D2,072,x,0
0,tSZ_sim=D27_snap=048_mass=14.29_reds=0.76_ax=z_rot=270,0.76,14.29,D27,048,z,270
0,tSZ_sim=D10_snap=048_mass=14.15_reds=0.76_ax=y_rot=0,0.76,14.15,D10,048,y,0
0,tSZ_sim=D7_snap=044_mass=14.33_reds=0.89_ax=x_rot=270,0.89,14.33,D7,044,x,270
0,tSZ_sim=D6_snap=060_mass=14.50_reds=0.46_ax=x_rot=90,0.46,14.5,D6,060,x,90
0,tSZ_sim=D21_snap=052_mass=14.47_reds=0.65_ax=x_rot=180,0.65,14.47,D21,052,x,180
0,tSZ_sim=D8_snap=068_mass=14.28_reds=0.31_ax=x_rot=270,0.31,14.28,D8,068,x,270
0,tSZ_sim=D4_snap=056_mass=14.11_reds=0.55_ax=y_rot=0,0.55,14.11,D4,056,y,0
0,tSZ_sim=D6_snap=072_mass=14.85_reds=0.25_ax=z_rot=0,0.25,14.85,D6,072,z,0
0,tSZ_sim=D9_snap=056_mass=13.65_reds=0.55_ax=x_rot=180,0.55,13.65,D9,056,x,180
0,tSZ_sim=D2_snap=044_mass=14.10_reds=0.89_ax=y_rot=270,0.89,14.1,D2,044,y,270
0,tSZ_sim=D26_snap=032_mass=13.66_reds=2.01_ax=x_rot=90,2.01,13.66,D26,032,x,90
0,tSZ_sim=D26_snap=036_mass=13.73_reds=1.48_ax=y_rot=270,1.48,13.73,D26,036,y,270
0,tSZ_sim=D22_snap=080_mass=15.04_reds=0.13_ax=y_rot=0,0.13,15.04,D22,080,y,0
0,tSZ_sim=D3_snap=076_mass=14.54_reds=0.19_ax=y_rot=90,0.19,14.54,D3,076,y,90
0,tSZ_sim=D27_snap=072_mass=14.75_reds=0.25_ax=y_rot=270,0.25,14.75,D27,072,y,270
0,tSZ_sim=D5_snap=072_mass=13.89_reds=0.25_ax=x_rot=0,0.25,13.89,D5,072,x,0
0,tSZ_sim=D14_snap=044_mass=14.48_reds=0.89_ax=y_rot=0,0.89,14.48,D14,044,y,0
0,tSZ_sim=D6_snap=088_mass=14.83_reds=0.03_ax=z_rot=270,0.03,14.83,D6,088,z,270
0,tSZ_sim=D15_snap=048_mass=14.55_reds=0.76_ax=y_rot=90,0.76,14.55,D15,048,y,90
0,tSZ_sim=D21_snap=068_mass=14.80_reds=0.31_ax=z_rot=0,0.31,14.8,D21,068,z,0
0,tSZ_sim=D8_snap=072_mass=14.25_reds=0.25_ax=x_rot=0,0.25,14.25,D8,072,x,0
0,tSZ_sim=D18_snap=084_mass=14.73_reds=0.08_ax=z_rot=90,0.08,14.73,D18,084,z,90
0,tSZ_sim=D27_snap=040_mass=14.21_reds=1.05_ax=z_rot=90,1.05,14.21,D27,040,z,90
0,tSZ_sim=D12_snap=060_mass=14.35_reds=0.46_ax=y_rot=270,0.46,14.35,D12,060,y,270
0,tSZ_sim=D2_snap=040_mass=13.95_reds=1.05_ax=y_rot=270,1.05,13.95,D2,040,y,270
0,tSZ_sim=D13_snap=056_mass=14.18_reds=0.55_ax=z_rot=180,0.55,14.18,D13,056,z,180
0,tSZ_sim=D5_snap=048_mass=13.76_reds=0.76_ax=y_rot=0,0.76,13.76,D5,048,y,0
0,tSZ_sim=D8_snap=080_mass=14.50_reds=0.13_ax=x_rot=90,0.13,14.5,D8,080,x,90
0,tSZ_sim=D20_snap=084_mass=15.02_reds=0.08_ax=y_rot=90,0.08,15.02,D20,084,y,90
0,tSZ_sim=D23_snap=032_mass=13.52_reds=2.01_ax=x_rot=0,2.01,13.52,D23,032,x,0
0,tSZ_sim=D22_snap=076_mass=15.05_reds=0.19_ax=z_rot=90,0.19,15.05,D22,076,z,90
0,tSZ_sim=D8_snap=044_mass=13.58_reds=0.89_ax=x_rot=180,0.89,13.58,D8,044,x,180
0,tSZ_sim=D14_snap=032_mass=13.76_reds=2.01_ax=z_rot=180,2.01,13.76,D14,032,z,180
0,tSZ_sim=D16_snap=064_mass=14.86_reds=0.39_ax=z_rot=90,0.39,14.86,D16,064,z,90
0,tSZ_sim=D15_snap=056_mass=14.65_reds=0.55_ax=y_rot=270,0.55,14.65,D15,056,y,270
0,tSZ_sim=D18_snap=076_mass=14.67_reds=0.19_ax=z_rot=270,0.19,14.67,D18,076,z,270
0,tSZ_sim=D20_snap=032_mass=14.04_reds=2.01_ax=z_rot=180,2.01,14.04,D20,032,z,180
0,tSZ_sim=D20_snap=076_mass=14.93_reds=0.19_ax=y_rot=270,0.19,14.93,D20,076,y,270
0,tSZ_sim=D29_snap=088_mass=14.93_reds=0.03_ax=x_rot=180,0.03,14.93,D29,088,x,180
0,tSZ_sim=D29_snap=084_mass=14.83_reds=0.08_ax=x_rot=90,0.08,14.83,D29,084,x,90
0,tSZ_sim=D12_snap=036_mass=13.86_reds=1.48_ax=y_rot=0,1.48,13.86,D12,036,y,0
0,tSZ_sim=D17_snap=040_mass=13.62_reds=1.05_ax=y_rot=270,1.05,13.62,D17,040,y,270
0,tSZ_sim=D10_snap=048_mass=14.15_reds=0.76_ax=z_rot=270,0.76,14.15,D10,048,z,270
0,tSZ_sim=D7_snap=060_mass=14.82_reds=0.46_ax=x_rot=90,0.46,14.82,D7,060,x,90
0,tSZ_sim=D17_snap=060_mass=14.09_reds=0.46_ax=z_rot=90,0.46,14.09,D17,060,z,90
0,tSZ_sim=D14_snap=064_mass=14.85_reds=0.39_ax=y_rot=270,0.39,14.85,D14,064,y,270
0,tSZ_sim=D28_snap=036_mass=13.74_reds=1.48_ax=z_rot=180,1.48,13.74,D28,036,z,180
0,tSZ_sim=D2_snap=056_mass=14.17_reds=0.55_ax=z_rot=270,0.55,14.17,D2,056,z,270
0,tSZ_sim=D16_snap=056_mass=14.68_reds=0.55_ax=z_rot=180,0.55,14.68,D16,056,z,180
0,tSZ_sim=D12_snap=080_mass=14.81_reds=0.13_ax=x_rot=0,0.13,14.81,D12,080,x,0
0,tSZ_sim=D7_snap=076_mass=14.77_reds=0.19_ax=y_rot=270,0.19,14.77,D7,076,y,270
0,tSZ_sim=D14_snap=048_mass=14.57_reds=0.76_ax=z_rot=180,0.76,14.57,D14,048,z,180
0,tSZ_sim=D10_snap=064_mass=14.87_reds=0.39_ax=z_rot=180,0.39,14.87,D10,064,z,180
0,tSZ_sim=D13_snap=048_mass=13.99_reds=0.76_ax=x_rot=180,0.76,13.99,D13,048,x,180
0,tSZ_sim=D22_snap=048_mass=14.73_reds=0.76_ax=y_rot=270,0.76,14.73,D22,048,y,270
0,tSZ_sim=D8_snap=064_mass=14.15_reds=0.38_ax=x_rot=270,0.38,14.15,D8,064,x,270
0,tSZ_sim=D18_snap=040_mass=14.28_reds=1.05_ax=z_rot=0,1.05,14.28,D18,040,z,0
0,tSZ_sim=D4_snap=032_mass=12.40_reds=2.00_ax=y_rot=90,2.0,12.4,D4,032,y,90
0,tSZ_sim=D21_snap=080_mass=14.74_reds=0.13_ax=z_rot=0,0.13,14.74,D21,080,z,0
0,tSZ_sim=D23_snap=052_mass=14.03_reds=0.65_ax=z_rot=0,0.65,14.03,D23,052,z,0
0,tSZ_sim=D6_snap=072_mass=14.85_reds=0.25_ax=x_rot=0,0.25,14.85,D6,072,x,0
0,tSZ_sim=D15_snap=064_mass=14.77_reds=0.39_ax=x_rot=180,0.39,14.77,D15,064,x,180
0,tSZ_sim=D19_snap=088_mass=14.84_reds=0.03_ax=x_rot=90,0.03,14.84,D19,088,x,90
0,tSZ_sim=D7_snap=076_mass=14.77_reds=0.19_ax=x_rot=0,0.19,14.77,D7,076,x,0
0,tSZ_sim=D29_snap=064_mass=14.61_reds=0.38_ax=z_rot=90,0.38,14.61,D29,064,z,90
0,tSZ_sim=D7_snap=052_mass=14.38_reds=0.65_ax=x_rot=0,0.65,14.38,D7,052,x,0
0,tSZ_sim=D3_snap=041_mass=13.97_reds=1.00_ax=z_rot=180,1.0,13.97,D3,041,z,180
0,tSZ_sim=D27_snap=044_mass=14.28_reds=0.89_ax=y_rot=270,0.89,14.28,D27,044,y,270
0,tSZ_sim=D15_snap=084_mass=14.85_reds=0.08_ax=y_rot=270,0.08,14.85,D15,084,y,270
0,tSZ_sim=D9_snap=076_mass=13.86_reds=0.19_ax=x_rot=270,0.19,13.86,D9,076,x,270
0,tSZ_sim=D18_snap=064_mass=14.70_reds=0.39_ax=y_rot=90,0.39,14.7,D18,064,y,90
0,tSZ_sim=D16_snap=064_mass=14.86_reds=0.39_ax=y_rot=90,0.39,14.86,D16,064,y,90
0,tSZ_sim=D29_snap=044_mass=14.22_reds=0.89_ax=x_rot=270,0.89,14.22,D29,044,x,270
0,tSZ_sim=D14_snap=056_mass=14.61_reds=0.55_ax=x_rot=90,0.55,14.61,D14,056,x,90
0,tSZ_sim=D26_snap=076_mass=14.77_reds=0.19_ax=y_rot=270,0.19,14.77,D26,076,y,270
0,tSZ_sim=D12_snap=072_mass=14.63_reds=0.25_ax=x_rot=180,0.25,14.63,D12,072,x,180
0,tSZ_sim=D8_snap=040_mass=13.86_reds=1.05_ax=y_rot=270,1.05,13.86,D8,040,y,270
0,tSZ_sim=D4_snap=076_mass=14.16_reds=0.19_ax=x_rot=0,0.19,14.16,D4,076,x,0
0,tSZ_sim=D21_snap=084_mass=14.77_reds=0.08_ax=y_rot=180,0.08,14.77,D21,084,y,180
0,tSZ_sim=D29_snap=060_mass=14.46_reds=0.46_ax=y_rot=270,0.46,14.46,D29,060,y,270
0,tSZ_sim=D13_snap=048_mass=13.99_reds=0.76_ax=x_rot=90,0.76,13.99,D13,048,x,90
0,tSZ_sim=D25_snap=072_mass=14.23_reds=0.25_ax=z_rot=180,0.25,14.23,D25,072,z,180
0,tSZ_sim=D22_snap=084_mass=15.03_reds=0.08_ax=z_rot=180,0.08,15.03,D22,084,z,180
0,tSZ_sim=D26_snap=041_mass=14.57_reds=1.00_ax=z_rot=270,1.0,14.57,D26,041,z,270
0,tSZ_sim=D24_snap=060_mass=14.84_reds=0.46_ax=z_rot=270,0.46,14.84,D24,060,z,270
0,tSZ_sim=D12_snap=044_mass=14.26_reds=0.89_ax=y_rot=270,0.89,14.26,D12,044,y,270
0,tSZ_sim=D23_snap=032_mass=13.52_reds=2.01_ax=z_rot=0,2.01,13.52,D23,032,z,0
0,tSZ_sim=D10_snap=044_mass=14.39_reds=0.89_ax=x_rot=180,0.89,14.39,D10,044,x,180
0,tSZ_sim=D12_snap=084_mass=14.99_reds=0.08_ax=y_rot=0,0.08,14.99,D12,084,y,0
